0.000000	0.932879
0.020000	0.920744
0.040000	0.908273
0.060000	0.895498
0.080000	0.882450
0.100000	0.869162
0.120000	0.855664
0.140000	0.841989
0.160000	0.828170
0.180000	0.814251
0.200000	0.800278
0.220000	0.786300
0.240000	0.772365
0.260000	0.758493
0.280000	0.744648
0.300000	0.730787
0.320000	0.716866
0.340000	0.702841
0.360000	0.688676
0.380000	0.674405
0.400000	0.660093
0.420000	0.645808
0.440000	0.631617
0.460000	0.617588
0.480000	0.603785
0.500000	0.590224
0.520000	0.576832
0.540000	0.563526
0.560000	0.550226
0.580000	0.536850
0.600000	0.523317
0.620000	0.509561
0.640000	0.495598
0.660000	0.481467
0.680000	0.467210
0.700000	0.452865
0.720000	0.438473
0.740000	0.424051
0.760000	0.409536
0.780000	0.394842
0.800000	0.379884
0.820000	0.364579
0.840000	0.348841
0.860000	0.332585
0.880000	0.315728
0.900000	0.295985
0.920000	0.263100
0.940000	0.209282
0.960000	0.143650
0.980000	0.079507
1.000000	0.030156
