x_axis,y_value,y_error_low,y_error_high
0.538599883337794,3.11281677058877,0,0
0.539881878117122,3.11090544977518,0,0
0.54116387289645,3.10899412896159,0,0
0.542445867675778,3.107082808148,0,0
0.543727862455106,3.10517148733441,0,0
0.545009857234434,3.10326016652081,0,0
0.546291852013762,3.10134884570722,0,0
0.54757384679309,3.09943752489363,0,0
0.548855841572418,3.09752620408004,0,0
0.550137836351746,3.09561488326645,0,0
0.551419831131074,3.09370356245286,0,0
0.552701825910403,3.09179224163927,0,0
0.553983820689731,3.08988092082568,0,0
0.555265815469059,3.08796960001208,0,0
0.556547810248387,3.08605827919849,0,0
0.557829805027715,3.0841469583849,0,0
0.559111799807043,3.08223563757131,0,0
0.560393794586371,3.08032431675772,0,0
0.561675789365699,3.07841299594413,0,0
0.562957784145027,3.07650167513054,0,0
0.564239778924355,3.07459035431694,0,0
0.565521773703683,3.07267903350335,0,0
0.566803768483011,3.07076771268976,0,0
0.568085763262339,3.06885639187617,0,0
0.569367758041667,3.06694507106258,0,0
0.570649752820995,3.06503375024899,0,0
0.571931747600323,3.0631224294354,0,0
0.573213742379651,3.06121110862181,0,0
0.574495737158979,3.05929978780821,0,0
0.575777731938307,3.05738846699462,0,0
0.577059726717635,3.05547714618103,0,0
0.578341721496963,3.05356582536744,0,0
0.579623716276291,3.05165450455385,0,0
0.580905711055619,3.04974318374026,0,0
0.582187705834947,3.04783186292667,0,0
0.583469700614275,3.04592054211308,0,0
0.584751695393603,3.04400922129948,0,0
0.586033690172931,3.04209790048589,0,0
0.587315684952259,3.0401865796723,0,0
0.588597679731587,3.03827525885871,0,0
0.589879674510915,3.03636393804512,0,0
0.591161669290243,3.03445261723153,0,0
0.592443664069571,3.03254129641794,0,0
0.593725658848899,3.03062997560434,0,0
0.595007653628227,3.02871865479075,0,0
0.596289648407555,3.02680733397716,0,0
0.597571643186883,3.02489601316357,0,0
0.598853637966211,3.02298469234998,0,0
0.600135632745539,3.02107337153639,0,0
0.601417627524867,3.0191620507228,0,0
0.602699622304195,3.0172507299092,0,0
0.603981617083523,3.01533940909561,0,0
0.605263611862851,3.01342808828202,0,0
0.606545606642179,3.01151676746843,0,0
0.607827601421507,3.00960544665484,0,0
0.609109596200835,3.00769412584125,0,0
0.610391590980163,3.00578280502766,0,0
0.611673585759491,3.00387148421407,0,0
0.612955580538819,3.00196016340047,0,0
0.614237575318147,3.00004884258688,0,0
0.615519570097475,2.99813752177329,0,0
0.616801564876803,2.9962262009597,0,0
0.618083559656131,2.99431488014611,0,0
0.619365554435459,2.99240355933252,0,0
0.620647549214787,2.99049223851893,0,0
0.621929543994115,2.98858091770534,0,0
0.623211538773443,2.98666959689174,0,0
0.624493533552771,2.98475827607815,0,0
0.625775528332099,2.98284695526456,0,0
0.627057523111427,2.98093563445097,0,0
0.628339517890755,2.97902431363738,0,0
0.629621512670083,2.97711299282379,0,0
0.630903507449411,2.9752016720102,0,0
0.632185502228739,2.9732903511966,0,0
0.633467497008067,2.97137903038301,0,0
0.634749491787395,2.96946770956942,0,0
0.636031486566723,2.96755638875583,0,0
0.637313481346051,2.96564506794224,0,0
0.638595476125379,2.96373374712865,0,0
0.639877470904707,2.96182242631506,0,0
0.641159465684035,2.95991110550146,0,0
0.642441460463363,2.95799978468787,0,0
0.643723455242692,2.95608846387428,0,0
0.64500545002202,2.95417714306069,0,0
0.646287444801348,2.9522658222471,0,0
0.647569439580676,2.95035450143351,0,0
0.648851434360004,2.94844318061992,0,0
0.650133429139332,2.94653185980633,0,0
0.65141542391866,2.94462053899273,0,0
0.652697418697988,2.94270921817914,0,0
0.653979413477316,2.94079789736555,0,0
0.655261408256644,2.93888657655196,0,0
0.656543403035972,2.93697525573837,0,0
0.6578253978153,2.93506393492478,0,0
0.659107392594628,2.93315261411119,0,0
0.660389387373956,2.9312412932976,0,0
0.661671382153284,2.929329972484,0,0
0.662953376932612,2.92741865167041,0,0
0.66423537171194,2.92550733085682,0,0
0.665517366491268,2.92359601004323,0,0
0.666799361270596,2.92168468922964,0,0
0.668081356049924,2.91977336841605,0,0
0.669363350829252,2.91786204760245,0,0
0.67064534560858,2.91595072678886,0,0
0.671927340387908,2.91403940597527,0,0
0.673209335167236,2.91212808516168,0,0
0.674491329946564,2.91021676434809,0,0
0.675773324725892,2.90830544353449,0,0
0.67705531950522,2.9063941227209,0,0
0.678337314284548,2.90448280190731,0,0
0.679619309063876,2.90257148109372,0,0
0.680901303843204,2.90066016028012,0,0
0.682183298622532,2.89874883946653,0,0
0.68346529340186,2.89683751865294,0,0
0.684747288181188,2.89492619783934,0,0
0.686029282960516,2.89301487702575,0,0
0.687311277739844,2.89110355621216,0,0
0.688593272519172,2.88919223539856,0,0
0.6898752672985,2.88728091458497,0,0
0.691157262077828,2.88536959377137,0,0
0.692439256857156,2.88345827295777,0,0
0.693721251636484,2.88154695214418,0,0
0.695003246415812,2.87963563133058,0,0
0.69628524119514,2.87772431051698,0,0
0.697567235974468,2.87581298970338,0,0
0.698849230753796,2.87390166888977,0,0
0.700131225533124,2.87199034807617,0,0
0.701413220312452,2.87007902726256,0,0
0.70269521509178,2.86816770644895,0,0
0.703977209871108,2.86625638563534,0,0
0.705259204650436,2.86434506482172,0,0
0.706541199429764,2.8624337440081,0,0
0.707823194209092,2.86052242319448,0,0
0.70910518898842,2.85861110238085,0,0
0.710387183767748,2.85669978156721,0,0
0.711669178547076,2.85478846075357,0,0
0.712951173326404,2.85287713993992,0,0
0.714233168105732,2.85096581912626,0,0
0.71551516288506,2.84905449831258,0,0
0.716797157664388,2.8471431774989,0,0
0.718079152443716,2.84523185668519,0,0
0.719361147223044,2.84332053587147,0,0
