theta_b_over_pi, Real, Imaginary, Absolute
-4.999998959779536456e+00,-3.263041040965265630e-04,-5.710635349274642558e-03,5.719950214882587106e-03
-4.978694479097256043e+00,-2.808079180765836653e-04,-5.484020637889061925e-03,5.491205281506752675e-03
-4.957402730810422042e+00,-2.703201251044388530e-04,-5.904259896206278703e-03,5.910444813377945666e-03
-4.936120531820173518e+00,-2.724509822362432775e-04,-5.704992390688388634e-03,5.711494350477281864e-03
-4.914847882126511358e+00,-2.914892580930984614e-04,-6.077246695396399875e-03,6.084233179644755324e-03
-4.893591147927157436e+00,-3.685028524130522427e-04,-5.912317353631219193e-03,5.923790242934452027e-03
-4.872366244716422656e+00,-4.269742897914482116e-04,-6.236897864108604909e-03,6.251495981880288155e-03
-4.851195454186338019e+00,-5.856311942015083672e-04,-6.102025764243256857e-03,6.130063810688301910e-03
-4.830107424226661728e+00,-6.898193237101358892e-04,-6.377438248525703519e-03,6.414637114687198050e-03
-4.809133985826012037e+00,-9.278990365865249753e-04,-6.265279213567414088e-03,6.333618258630537186e-03
-4.788300603775282660e+00,-1.082146335618510390e-03,-6.483797704981219580e-03,6.573482590743836076e-03
-4.767635925964230914e+00,-1.392578154111341095e-03,-6.378272886297875303e-03,6.528525019281979959e-03
-4.747159050986027751e+00,-1.595996265795322083e-03,-6.529713973342891886e-03,6.721931913825223391e-03
-4.726879528137258646e+00,-1.963987005799407767e-03,-6.415333238340192694e-03,6.709228384687868606e-03
-4.706800540516785425e+00,-2.209666346560322427e-03,-6.493570726184594820e-03,6.859233640800025192e-03
-4.686915721926883549e+00,-2.618703048586124276e-03,-6.358743292249498941e-03,6.876861341731579404e-03
-4.667205973774382954e+00,-2.897994848148476455e-03,-6.355279756169164747e-03,6.984837501264343218e-03
-4.647645831268389927e+00,-3.332377989746389962e-03,-6.182249590393996616e-03,7.023172578292016105e-03
-4.628209829618007198e+00,-3.636197419837117195e-03,-6.088187857981651116e-03,7.091400642334722178e-03
-4.608862954735756468e+00,-4.079851284322719672e-03,-5.864045890648999018e-03,7.143683973261076396e-03
-4.589563826336433117e+00,-4.398900489773481179e-03,-5.677725826840727616e-03,7.182401832514217870e-03
-4.570280613431419781e+00,-4.837196200124679185e-03,-5.391788466142550564e-03,7.243607522645637703e-03
-4.550965569537787303e+00,-5.156372636256198981e-03,-5.106952236664872267e-03,7.257350750205480289e-03
-4.531583680568055605e+00,-5.569020984694361687e-03,-4.746986185050298783e-03,7.317641188868483082e-03
-4.512090383138160909e+00,-5.869451361978726862e-03,-4.361531254084360411e-03,7.312551823473706358e-03
-4.492450663160620472e+00,-6.236472279734669305e-03,-3.922507384671799179e-03,7.367472475598652384e-03
-4.472629506547955991e+00,-6.496009642198201373e-03,-3.439958774364523363e-03,7.350609338065755213e-03
-4.452595082311548325e+00,-6.788730516188567349e-03,-2.921818748056407688e-03,7.390797441272748541e-03
-4.432312376363916506e+00,-6.976920728301329137e-03,-2.353862675297404335e-03,7.363293579856706843e-03
-4.411765473210753186e+00,-7.173586216184400267e-03,-1.774407386208974504e-03,7.389780833912720434e-03
-4.390925724962300158e+00,-7.274404536151597017e-03,-1.148932489506419635e-03,7.364577871203912586e-03
-4.369786765420834662e+00,-7.358663550187502858e-03,-5.317876188670314424e-04,7.377853842171069182e-03
-4.348332679092047570e+00,-7.352867358995060151e-03,1.203122637009308249e-04,7.353851605775835534e-03
-4.326563465975937994e+00,-7.322791655878385826e-03,7.381147551049868942e-04,7.359897487540557198e-03
-4.304469576775921347e+00,-7.214612117217433264e-03,1.372850999506490706e-03,7.344068890522922367e-03
-4.282060560788582215e+00,-7.081776436778806395e-03,1.949982507334601474e-03,7.345337928198161954e-03
-4.259339601112783313e+00,-6.894982006821421053e-03,2.527430785008736181e-03,7.343615134754886455e-03
-4.236313063946248292e+00,-6.694453760921474650e-03,3.029469693560273361e-03,7.348019990535943971e-03
-4.212990498585561738e+00,-6.468260285234258937e-03,3.521718306376808976e-03,7.364841542559372872e-03
-4.189391003623895493e+00,-6.247169450826702691e-03,3.928345560486759189e-03,7.379635830441664927e-03
-4.165536860753282333e+00,-6.028980287092347047e-03,4.322542072904687026e-03,7.418421211698568961e-03
-4.141453534764615974e+00,-5.837902006122373290e-03,4.628956948797549251e-03,7.450392088132593363e-03
-4.117185589041963745e+00,-5.674358998094835085e-03,4.927165280546872903e-03,7.515005505060283475e-03
-4.092774403870529376e+00,-5.560536485826296331e-03,5.140164318764882563e-03,7.572374477936832243e-03
-4.068267725733239359e+00,-5.489853083065920729e-03,5.350703290934043406e-03,7.666062390905828937e-03
-4.043719667310745614e+00,-5.483888990936740780e-03,5.477037521139267728e-03,7.750546978948296209e-03
-4.019168425789390042e+00,-5.529997194366109182e-03,5.606548725477149102e-03,7.874913179257691034e-03
-3.994661747652099582e+00,-5.653731074304349513e-03,5.662725750176656435e-03,8.001945887236953936e-03
-3.970225097689770166e+00,-5.844249352512340644e-03,5.753894006052324289e-03,8.201374685211362467e-03
-3.945877574495571860e+00,-6.124933167631106852e-03,5.772850348524027723e-03,8.416686251393811630e-03
-3.921631910464952409e+00,-6.472280992555521674e-03,5.806332874682641407e-03,8.695051621365790934e-03
-3.897500837993359557e+00,-6.915205000569262309e-03,5.757994506688368132e-03,8.998586607848566010e-03
-3.873493906377377449e+00,-7.420596381228777502e-03,5.694810023170805355e-03,9.353935634432829910e-03
-3.849627031111316988e+00,-8.019066986537749103e-03,5.535480250874834536e-03,9.744073939703296744e-03
-3.825938409381519190e+00,-8.670328184962272644e-03,5.328265161463810635e-03,1.017668907188483060e-02
-3.802466238374326846e+00,-9.400234707901553716e-03,5.007984912804057213e-03,1.065102461974950371e-02
-3.779270996968114193e+00,-1.015989090346040152e-02,4.612568059876080706e-03,1.115791948694766327e-02
-3.756419530238979565e+00,-1.096930757405296421e-02,4.090115623248200515e-03,1.170703867191505952e-02
-3.733972317065298530e+00,-1.177677334917168368e-02,3.472646236449720286e-03,1.227809685583595815e-02
-3.711993019424307594e+00,-1.259175718070999241e-02,2.726519052239675424e-03,1.288356530779378485e-02
-3.690523017601211375e+00,-1.336735227115211887e-02,1.879232886788104748e-03,1.349880079799171094e-02
-3.669590959485764969e+00,-1.410385799564180774e-02,9.211200897792173620e-04,1.413390507188385693e-02
-3.649200028176831534e+00,-1.476957584400811520e-02,-1.239005004237931729e-04,1.477009552934283911e-02
-3.629337491278962879e+00,-1.536232123391762829e-02,-1.253462424727096701e-03,1.541337347060270195e-02
-3.609974700902403022e+00,-1.586934557605174101e-02,-2.452039467771687745e-03,1.605766566359080258e-02
-3.591076642959671439e+00,-1.628361708454547502e-02,-3.705803834412607287e-03,1.669997507229422501e-02
-3.572595570967840306e+00,-1.660423200096814919e-02,-4.992580326694634821e-03,1.733858064146177533e-02
-3.554477372246259037e+00,-1.682748107780372010e-02,-6.319515301936095425e-03,1.797499354868442589e-02
-3.536671117213137983e+00,-1.696440883942188643e-02,-7.652296894981014917e-03,1.861044908216863761e-02
-3.519116326990102017e+00,-1.700454995396637192e-02,-9.003045322794106867e-03,1.924083013337061360e-02
-3.501765255094223317e+00,-1.697308068434076958e-02,-1.035781308347659760e-02,1.988390705544010317e-02
-3.484560605745989470e+00,-1.683295391980678749e-02,-1.172111195421987953e-02,2.051177230542731295e-02
-3.467448266264748558e+00,-1.663435031209261131e-02,-1.306300117604194087e-02,2.115049904921131180e-02
-3.450377307068712263e+00,-1.634424573351298676e-02,-1.438172433465238417e-02,2.177081448718421255e-02
-3.433296798576090048e+00,-1.602622412986332359e-02,-1.567131620381147575e-02,2.241495062275305344e-02
-3.416155811205092707e+00,-1.561234126828851126e-02,-1.693089886177932130e-02,2.303042631271303223e-02
-3.398903415373931480e+00,-1.517787401474291267e-02,-1.816244153005461617e-02,2.366943476173566721e-02
-3.381498230797402194e+00,-1.464249132080904826e-02,-1.935607720647127342e-02,2.427056400050985746e-02
-3.363886144794852484e+00,-1.410170597955584526e-02,-2.053172585944975509e-02,2.490802839048966016e-02
-3.346032143278803606e+00,-1.346310011802181149e-02,-2.166822129079410894e-02,2.551013286313307329e-02
-3.327891662865189115e+00,-1.283553056418895721e-02,-2.280094570690585631e-02,2.616551107839282242e-02
-3.309429689466529378e+00,-1.209343287853464032e-02,-2.388922230250412407e-02,2.677584846472811850e-02
-3.290623941390791174e+00,-1.134737007199756488e-02,-2.499455318696075859e-02,2.744978135735649458e-02
