theta_b_over_pi, Real, Imaginary, Absolute
-4.999998959779536456e+00,8.606869683173792477e-07,-3.161021083072908602e-05,3.162192610864451907e-05
-4.978694479097256043e+00,1.223569165055834803e-06,-3.088270461482257059e-05,3.090693394415011707e-05
-4.957402730810422042e+00,1.268917390375688353e-06,-3.272739565084845548e-05,3.275198585476570055e-05
-4.936120531820173518e+00,1.368014155698110013e-06,-3.211612267242246101e-05,3.214524534422281401e-05
-4.914847882126511358e+00,1.317987931508224504e-06,-3.372266574502163789e-05,3.374841147577255896e-05
-4.893591147927157436e+00,1.026278489480367446e-06,-3.326772648996228940e-05,3.328355259507177185e-05
-4.872366244716422656e+00,8.406288238054356847e-07,-3.464451871000591947e-05,3.465471589073214250e-05
-4.851195454186338019e+00,1.206049534085865669e-07,-3.433524967502546882e-05,3.433546149101717647e-05
-4.830107424226661728e+00,-2.223045722786765796e-07,-3.547681728873532261e-05,3.547751378353851995e-05
-4.809133985826012037e+00,-1.367723301849676938e-06,-3.529121700170060331e-05,3.531771035177031951e-05
-4.788300603775282660e+00,-1.869017096469373134e-06,-3.618186509644155614e-05,3.623010608270407372e-05
-4.767635925964230914e+00,-3.413201328883096583e-06,-3.606596855580137227e-05,3.622711734570586273e-05
-4.747159050986027751e+00,-4.055558662762353314e-06,-3.667245084668967008e-05,3.689601885258051469e-05
-4.726879528137258646e+00,-5.961818946817331042e-06,-3.655904085795266855e-05,3.704195936513189857e-05
-4.706800540516785425e+00,-6.709134984509180004e-06,-3.684486123522002306e-05,3.745071817312698820e-05
-4.686915721926883549e+00,-8.925989281665885783e-06,-3.668583498514079518e-05,3.775610908466859401e-05
-4.667205973774382954e+00,-9.736847381037827144e-06,-3.667026974397115066e-05,3.794093936656325346e-05
-4.647645831268389927e+00,-1.222581825172780389e-05,-3.638812974485992744e-05,3.838706316264687613e-05
-4.628209829618007198e+00,-1.305171882643401567e-05,-3.603908597574156621e-05,3.832966321651137110e-05
-4.608862954735756468e+00,-1.577932286382220756e-05,-3.555744594424982142e-05,3.890140090175404707e-05
-4.589563826336433117e+00,-1.657168118935060084e-05,-3.488351601408153931e-05,3.861968807416962628e-05
-4.570280613431419781e+00,-1.950323657295555734e-05,-3.411450025641869955e-05,3.929599680076665267e-05
-4.550965569537787303e+00,-2.020342561194940728e-05,-3.312263841541659325e-05,3.879803580151969787e-05
-4.531583680568055605e+00,-2.329740858146927025e-05,-3.196921818207230839e-05,3.955755500261436288e-05
-4.512090383138160909e+00,-2.383219981312704766e-05,-3.068560993071020831e-05,3.885331909570292707e-05
-4.492450663160620472e+00,-2.702692921617885403e-05,-2.905144660128663274e-05,3.967923200471187357e-05
-4.472629506547955991e+00,-2.731032196163702596e-05,-2.753506371844950928e-05,3.878186972835822796e-05
-4.452595082311548325e+00,-3.052181849146793572e-05,-2.532962070451477861e-05,3.966322086090207978e-05
-4.432312376363916506e+00,-3.046110415140976485e-05,-2.368077102542421163e-05,3.858312821015947555e-05
-4.411765473210753186e+00,-3.361567932760418177e-05,-2.084857466210689593e-05,3.955599780182217460e-05
-4.390925724962300158e+00,-3.313647145777404791e-05,-1.922698863847197308e-05,3.831060992435130397e-05
-4.369786765420834662e+00,-3.608169695620996425e-05,-1.570985479977000056e-05,3.935337842002421929e-05
-4.348332679092047570e+00,-3.514060090483218550e-05,-1.435468499437776013e-05,3.795943641889993361e-05
-4.326563465975937994e+00,-3.780995470414704715e-05,-1.017543971306865666e-05,3.915523270373892157e-05
-4.304469576775921347e+00,-3.644879688467260264e-05,-9.358409098667609999e-06,3.763103260871463059e-05
-4.282060560788582215e+00,-3.873549819354027581e-05,-4.508607298111004855e-06,3.899700450124781012e-05
-4.259339601112783313e+00,-3.709477489768092136e-05,-4.543334086598007337e-06,3.737197090510563309e-05
-4.236313063946248292e+00,-3.896411718079083596e-05,9.415882718560595963e-07,3.897549250685739165e-05
-4.212990498585561738e+00,-3.725753247839380824e-05,-2.460718183952028717e-07,3.725834507487386883e-05
-4.189391003623895493e+00,-3.867848031813756311e-05,5.867612563361751986e-06,3.912101375110665154e-05
-4.165536860753282333e+00,-3.724773569389074046e-05,3.266042286414997462e-06,3.739065186030584540e-05
-4.141453534764615974e+00,-3.819365702122034606e-05,1.003002337548292089e-05,3.948869212277545212e-05
-4.117185589041963745e+00,-3.738530254344839867e-05,5.827375805714968337e-06,3.783674345191723160e-05
-4.092774403870529376e+00,-3.784684178266528430e-05,1.327507769748812990e-05,4.010749457141951087e-05
-4.068267725733239359e+00,-3.797605012619065040e-05,7.340349719986545508e-06,3.867894927733497260e-05
-4.043719667310745614e+00,-3.792156039836870596e-05,1.550886171687737992e-05,4.097034945909480892e-05
-4.019168425789390042e+00,-3.918837612471323488e-05,7.756768883541978999e-06,3.994867065128299328e-05
-3.994661747652099582e+00,-3.866317458788334744e-05,1.672786854834445633e-05,4.212674513161253581e-05
-3.970225097689770166e+00,-4.125128610500126459e-05,7.225524990231212804e-06,4.187931251466679039e-05
-3.945877574495571860e+00,-4.049473290295930517e-05,1.716318172316095504e-05,4.398179395777599359e-05
-3.921631910464952409e+00,-4.426517868432011779e-05,5.715668827635002675e-06,4.463266644624748784e-05
-3.897500837993359557e+00,-4.349282421382998152e-05,1.666381776253558769e-05,4.657583687404996502e-05
-3.873493906377377449e+00,-4.803756172372593855e-05,2.946906832411110311e-06,4.812786714825092533e-05
-3.849627031111316988e+00,-4.761270643669870723e-05,1.501385551097474193e-05,4.992379864885760797e-05
-3.825938409381519190e+00,-5.224045005615028729e-05,-1.394086585085285482e-06,5.225904801539966229e-05
-3.802466238374326846e+00,-5.270162779379457946e-05,1.199593689377135446e-05,5.404964453236492909e-05
-3.779270996968114193e+00,-5.638925007026641999e-05,-7.527822176330920662e-06,5.688950369097537979e-05
-3.756419530238979565e+00,-5.846372918098740684e-05,7.483029179715434777e-06,5.894067657782960410e-05
-3.733972317065298530e+00,-5.985843483781456812e-05,-1.550357444375063110e-05,6.183359153215839572e-05
-3.711993019424307594e+00,-6.449492607761586095e-05,1.473525886397019211e-06,6.451175682226469510e-05
-3.690523017601211375e+00,-6.197052675897632716e-05,-2.510214629907560457e-05,6.686152806812894708e-05
-3.669590959485764969e+00,-7.039777624243318921e-05,-5.885888197632976826e-06,7.064340436130414614e-05
-3.649200028176831534e+00,-6.217211653557705995e-05,-3.585494136786338682e-05,7.177011143231069759e-05
-3.629337491278962879e+00,-7.588935211716114416e-05,-1.442521885129332101e-05,7.724817605400258332e-05
-3.609974700902403022e+00,-6.011847488660831810e-05,-4.715863451504587721e-05,7.640790425090477418e-05
-3.591076642959671439e+00,-8.082856143999946432e-05,-2.385541427673812232e-05,8.427536493409310545e-05
-3.572595570967840306e+00,-5.570519937024111717e-05,-5.845943307411074282e-05,8.075007462674412657e-05
-3.554477372246259037e+00,-8.523929016555277407e-05,-3.401092015959106794e-05,9.177406647865932112e-05
-3.536671117213137983e+00,-4.900038054509293326e-05,-6.929218552101452564e-05,8.486721550659368928e-05
-3.519116326990102017e+00,-8.914749066087383420e-05,-4.499185738292061818e-05,9.985761023525275377e-05
-3.501765255094223317e+00,-4.003589200619742713e-05,-7.921898567401926522e-05,8.876102939889989919e-05
-3.484560605745989470e+00,-9.275074267633192314e-05,-5.659418506588905986e-05,1.086535873788032751e-04
-3.467448266264748558e+00,-2.933255843863832526e-05,-8.783007196117168576e-05,9.259870693082451743e-05
-3.450377307068712263e+00,-9.604625220673820895e-05,-6.905117213466807819e-05,1.182917872725402868e-04
-3.433296798576090048e+00,-1.680379403948406835e-05,-9.477375789264986551e-05,9.625192298970454701e-05
-3.416155811205092707e+00,-9.906652607932626389e-05,-8.227889270224999932e-05,1.287788521991642832e-04
-3.398903415373931480e+00,-3.206392833705654321e-06,-9.955323385411016278e-05,9.960485593491505765e-05
-3.381498230797402194e+00,-1.021039752620533746e-04,-9.612442335565520967e-05,1.402324018541051764e-04
-3.363886144794852484e+00,1.104073367740659794e-05,-1.020187591886447144e-04,1.026144484296734029e-04
-3.346032143278803606e+00,-1.049813827923698267e-04,-1.109787719230478958e-04,1.527657636728398821e-04
-3.327891662865189115e+00,2.613017267763365520e-05,-1.022142140513969763e-04,1.055013340119818151e-04
-3.309429689466529378e+00,-1.070609851499065656e-04,-1.274909222470560542e-04,1.664811995291762834e-04
-3.290623941390791174e+00,4.219900375049104763e-05,-1.000930030418592368e-04,1.086248828559626073e-04
-3.271448953847079455e+00,-1.083761716263373625e-04,-1.460038239125219933e-04,1.818309961845341271e-04
-3.251901543736533284e+00,5.872691423930401938e-05,-9.568031735727616533e-05,1.122656384904109975e-04
-3.231988077256874980e+00,-1.086477828906216397e-04,-1.666771477309392745e-04,1.989613336876515067e-04
-3.211727653001277272e+00,7.572328597701352031e-05,-8.857221622382678518e-05,1.165291960238158404e-04
-3.191152101958356635e+00,-1.073563647693655579e-04,-1.898922989517755702e-04,2.181386583292461154e-04
