theta_b_over_pi, Real, Imaginary, Absolute
-4.999998959779536456e+00,-1.735865562290394052e-05,-3.883416658340925877e-05,4.253722392519938329e-05
-4.978694479097256043e+00,-1.736327982874992691e-05,-4.037401775344919296e-05,4.394934352146007286e-05
-4.957402730810422042e+00,-1.773720188713637564e-05,-4.056526189506329597e-05,4.427356777356110493e-05
-4.936120531820173518e+00,-1.818527066805300657e-05,-4.208526872910397967e-05,4.584619846040940982e-05
-4.914847882126511358e+00,-1.828996938556178912e-05,-4.190416470172669410e-05,4.572178911060048324e-05
-4.893591147927157436e+00,-1.930978500135784292e-05,-4.337480799205029633e-05,4.747885597975054918e-05
-4.872366244716422656e+00,-1.916293473462799102e-05,-4.282424275654600037e-05,4.691624276639376207e-05
-4.851195454186338019e+00,-2.080549541301013336e-05,-4.423143495862242068e-05,4.888034858590547459e-05
-4.830107424226661728e+00,-2.039385420603844238e-05,-4.331992318754895909e-05,4.788031990653669496e-05
-4.809133985826012037e+00,-2.269226219453762225e-05,-4.465108976208713687e-05,5.008651096300883695e-05
-4.788300603775282660e+00,-2.196629321747024509e-05,-4.339693070569130363e-05,4.863960970639518024e-05
-4.767635925964230914e+00,-2.493471612142932270e-05,-4.462478075416018782e-05,5.111859862528639965e-05
-4.747159050986027751e+00,-2.380944431561061523e-05,-4.305905752606993553e-05,4.920337461649924881e-05
-4.726879528137258646e+00,-2.746390106597086547e-05,-4.414979341470791666e-05,5.199490475347389270e-05
-4.706800540516785425e+00,-2.584590711712004367e-05,-4.234182098248317485e-05,4.960686161025961268e-05
-4.686915721926883549e+00,-3.021574308916349615e-05,-4.324863278842232505e-05,5.275827298631116034e-05
-4.667205973774382954e+00,-2.800462336573650307e-05,-4.128446659554208339e-05,4.988653237032200329e-05
-4.647645831268389927e+00,-3.313589195837295250e-05,-4.191612067356065871e-05,5.343171818496448536e-05
-4.628209829618007198e+00,-3.023087581547714524e-05,-3.988199216114481993e-05,5.004477146828045694e-05
-4.608862954735756468e+00,-3.616573171657045581e-05,-4.008794299498508770e-05,5.399077073134004017e-05
-4.589563826336433117e+00,-3.245656183714698540e-05,-3.809262354314113910e-05,5.004474372686922441e-05
-4.570280613431419781e+00,-3.923388377276050825e-05,-3.769197209783921825e-05,5.440572025549124711e-05
-4.550965569537787303e+00,-3.462359013317829672e-05,-3.589502594598529054e-05,4.987229572992683390e-05
-4.531583680568055605e+00,-4.227378327282762692e-05,-3.466963568175865883e-05,5.467226344778377829e-05
-4.512090383138160909e+00,-3.666065347468406459e-05,-3.328071048070633105e-05,4.951372742272046643e-05
-4.492450663160620472e+00,-4.517276687503304694e-05,-3.097181203764039589e-05,5.477072217929036021e-05
