theta_b_over_pi, Real, Imaginary, Absolute
-4.999998959779536456e+00,8.630228707182180858e-04,-1.847993739394713890e-03,2.039580676566821269e-03
-4.978694479097256043e+00,6.705201003174095144e-04,-1.734385980576600567e-03,1.859487008438167428e-03
-4.957402730810422042e+00,8.906426588984448943e-04,-1.899705427881006247e-03,2.098124176155989357e-03
-4.936120531820173518e+00,7.044633815024533337e-04,-1.829130504199344160e-03,1.960098736612627627e-03
-4.914847882126511358e+00,8.732065034564584494e-04,-1.977209259917878624e-03,2.161445362525655015e-03
-4.893591147927157436e+00,6.817241601706684837e-04,-1.961591273910649313e-03,2.076677191198190824e-03
-4.872366244716422656e+00,7.940038896935141133e-04,-2.095307805575430393e-03,2.240704571547475626e-03
-4.851195454186338019e+00,5.875131742947775149e-04,-2.130260377231499216e-03,2.209792072746305860e-03
-4.830107424226661728e+00,6.360661228308858890e-04,-2.250027291112296091e-03,2.338205064437944881e-03
-4.809133985826012037e+00,4.059824960954163103e-04,-2.322565713573409088e-03,2.357781431982749250e-03
-4.788300603775282660e+00,3.837955161503961671e-04,-2.423483767020313730e-03,2.453685506993127322e-03
-4.767635925964230914e+00,1.235755477429610497e-04,-2.513073055761987692e-03,2.516109516614264702e-03
-4.747159050986027751e+00,2.670201415046745904e-05,-2.583595367310487743e-03,2.583733349157359659e-03
-4.726879528137258646e+00,-2.661984826377390614e-04,-2.664832079418651568e-03,2.678094778692003027e-03
-4.706800540516785425e+00,-4.349709703566749129e-04,-2.689823032478275318e-03,2.724765621315648322e-03
-4.686915721926883549e+00,-7.570108320341323652e-04,-2.734678336824088087e-03,2.837521983300212488e-03
-4.667205973774382954e+00,-9.870719437932839319e-04,-2.697661772127384668e-03,2.872575509716204616e-03
-4.647645831268389927e+00,-1.328220378364557749e-03,-2.680992358364164829e-03,2.991970821901499596e-03
-4.628209829618007198e+00,-1.601357886102050543e-03,-2.566428323600279324e-03,3.025045688838264284e-03
-4.608862954735756468e+00,-1.944151491878311168e-03,-2.465385513420661947e-03,3.139721445153554474e-03
-4.589563826336433117e+00,-2.234384255564731119e-03,-2.259792663845355040e-03,3.177913763003150337e-03
-4.570280613431419781e+00,-2.555249496768026343e-03,-2.059174048633355143e-03,3.281691294637314755e-03
-4.550965569537787303e+00,-2.828621214417659756e-03,-1.754284241621423008e-03,3.328454772872073853e-03
-4.531583680568055605e+00,-3.094499465078115463e-03,-1.446490790998644117e-03,3.415883860410454022e-03
-4.512090383138160909e+00,-3.309465064059781067e-03,-1.044249875754441970e-03,3.470305002913343095e-03
-4.492450663160620472e+00,-3.482464174537554767e-03,-6.375161629757317323e-04,3.540336648539631984e-03
-4.472629506547955991e+00,-3.593699905373479858e-03,-1.562242971925550711e-04,3.597093971654711543e-03
-4.452595082311548325e+00,-3.634093703864061352e-03,3.210090204526710534e-04,3.648243939168047817e-03
-4.432312376363916506e+00,-3.603735579299213905e-03,8.420667955246956358e-04,3.700808913417750600e-03
-4.411765473210753186e+00,-3.485135486066017179e-03,1.339278697623344895e-03,3.733609083198761829e-03
-4.390925724962300158e+00,-3.294571854538567556e-03,1.841508284838789221e-03,3.774302116663105170e-03
-4.369786765420834662e+00,-3.017266037995400448e-03,2.293055239335998075e-03,3.789722506290761628e-03
-4.348332679092047570e+00,-2.682755200151839756e-03,2.712571320285939690e-03,3.815130224720978715e-03
-4.326563465975937994e+00,-2.282933600287398359e-03,3.058441423649049286e-03,3.816523256212859139e-03
-4.304469576775921347e+00,-1.853659035354528672e-03,3.347886893290864460e-03,3.826800030001598855e-03
-4.282060560788582215e+00,-1.395023253280669451e-03,3.555152499440895550e-03,3.819057366874008003e-03
-4.259339601112783313e+00,-9.403904588670347967e-04,3.702517416652130119e-03,3.820074532746778242e-03
-4.236313063946248292e+00,-4.934299390499844546e-04,3.777716734001169713e-03,3.809805352915465824e-03
-4.212990498585561738e+00,-7.770216008951968002e-05,3.809404680910317888e-03,3.810197061652326016e-03
-4.189391003623895493e+00,3.022337503194727905e-04,3.793285790142481798e-03,3.805307126307815729e-03
-4.165536860753282333e+00,6.370197275511758342e-04,3.761134682344677467e-03,3.814698970040148948e-03
-4.141453534764615974e+00,9.206070516602662783e-04,3.710889272675241962e-03,3.823377634712897891e-03
-4.117185589041963745e+00,1.158112877696428544e-03,3.673144104971509932e-03,3.851391054330014028e-03
