theta_b_over_pi, Real, Imaginary, Absolute
-4.999998959779536456e+00,4.121801202146247004e-05,1.379208267415166473e-05,4.346430788005324841e-05
-4.978694479097256043e+00,-7.263702313720546191e-07,-4.328281685999268904e-05,4.328891138673610919e-05
-4.957402730810422042e+00,4.448554911509365806e-05,1.481261706524576643e-05,4.688686067965118384e-05
-4.936120531820173518e+00,-4.085847690179016079e-06,-4.568679813800208966e-05,4.586913641491293921e-05
-4.914847882126511358e+00,4.759689641870795636e-05,1.584225114564841478e-05,5.016414526387360530e-05
-4.893591147927157436e+00,-7.822391694780484532e-06,-4.813502442431416664e-05,4.876648837219973661e-05
-4.872366244716422656e+00,5.065379478944143874e-05,1.676875972834427389e-05,5.335726969586979416e-05
-4.851195454186338019e+00,-1.206631910705027898e-05,-5.053968422824375737e-05,5.196013605336072694e-05
-4.830107424226661728e+00,5.379131894661615484e-05,1.753310911036827226e-05,5.657663748485469409e-05
-4.809133985826012037e+00,-1.693217606947278306e-05,-5.278278049789157460e-05,5.543212519411672498e-05
-4.788300603775282660e+00,5.716422835033160783e-05,1.806389421884947659e-05,5.995042349507331971e-05
-4.767635925964230914e+00,-2.252936584349318546e-05,-5.474931742589057241e-05,5.920354789968994828e-05
-4.747159050986027751e+00,6.093526321939616799e-05,1.828202229411366020e-05,6.361869727351830218e-05
-4.726879528137258646e+00,-2.897731633910233050e-05,-5.633240420230142619e-05,6.334843822406259191e-05
-4.706800540516785425e+00,6.528443226205101672e-05,1.809558979041430714e-05,6.774590368163432071e-05
-4.686915721926883549e+00,-3.640373998997948625e-05,-5.740654956807306870e-05,6.797605621518257508e-05
-4.667205973774382954e+00,7.036377178832573008e-05,1.736644619194639312e-05,7.247519460903401988e-05
-4.647645831268389927e+00,-4.489521188224065111e-05,-5.777190246177626109e-05,7.316537954527587253e-05
-4.628209829618007198e+00,7.623022139223904834e-05,1.589499084523773420e-05,7.786974629135484107e-05
-4.608862954735756468e+00,-5.441975074005179851e-05,-5.714666007977685299e-05,7.891292688072677178e-05
-4.589563826336433117e+00,8.280513537295572867e-05,1.344831087914554718e-05,8.389009184424385112e-05
-4.570280613431419781e+00,-6.478649986076264432e-05,-5.521190760691595744e-05,8.512135634377087040e-05
-4.550965569537787303e+00,8.990841322681969916e-05,9.816163672904514793e-06,9.044268814126334491e-05
-4.531583680568055605e+00,-7.572298976704735141e-05,-5.168270367439858009e-05,9.167918541498965078e-05
-4.512090383138160909e+00,9.738859498632254999e-05,4.833541292577709336e-06,9.750846914415703718e-05
-4.492450663160620472e+00,-8.707738182489320228e-05,-4.634344054700461105e-05,9.864169963667490854e-05
-4.472629506547955991e+00,1.052585420441970579e-04,-1.662672263434645483e-06,1.052716730765004751e-04
-4.452595082311548325e+00,-9.895909841909561260e-05,-3.899479449885511948e-05,1.063649244719714552e-04
-4.432312376363916506e+00,1.136968183351994260e-04,-9.904471232870782518e-06,1.141274070937831493e-04
-4.411765473210753186e+00,-1.116150450790866439e-04,-2.935473890094280570e-05,1.154106536847836651e-04
-4.390925724962300158e+00,1.228676222367180168e-04,-2.022067978089451775e-05,1.245203938513941594e-04
-4.369786765420834662e+00,-1.250817073735260236e-04,-1.703053392930185161e-05,1.262357817949946411e-04
-4.348332679092047570e+00,1.326712579941131650e-04,-3.295197209250230893e-05,1.367022134514492445e-04
-4.326563465975937994e+00,-1.390373233875381333e-04,-1.621643303053262621e-06,1.390467799762842263e-04
-4.304469576775921347e+00,1.429392163292904946e-04,-4.847680447083084032e-05,1.509358146250745541e-04
-4.282060560788582215e+00,-1.532742884975537103e-04,1.728460432878639057e-05,1.542457943064705708e-04
-4.259339601112783313e+00,1.536060622301196096e-04,-6.724347807390974429e-05,1.676797772461538093e-04
-4.236313063946248292e+00,-1.673642423255678477e-04,3.993275177220730103e-05,1.720622395335830797e-04
-4.212990498585561738e+00,1.642324388046393756e-04,-8.932881526057453992e-05,1.869543559042620342e-04
-4.189391003623895493e+00,-1.806482984865764884e-04,6.623200922596341649e-05,1.924070861278329907e-04
-4.165536860753282333e+00,1.745054818757031960e-04,-1.146583259492399962e-04,2.088030050410039909e-04
-4.141453534764615974e+00,-1.928367935236274713e-04,9.588750308904400103e-05,2.153611900624751851e-04
-4.117185589041963745e+00,1.843883695303839235e-04,-1.429373035442088288e-04,2.333026865738213249e-04
-4.092774403870529376e+00,-2.038610874027662364e-04,1.282310386013371867e-04,2.408371695104722125e-04
-4.068267725733239359e+00,1.939933199381065499e-04,-1.734574504739648689e-04,2.602323871187761065e-04
-4.043719667310745614e+00,-2.139061898070964806e-04,1.622327307494141871e-04,2.684684654930658649e-04
-4.019168425789390042e+00,2.037121007274431139e-04,-2.051923811523177798e-04,2.891410266042264464e-04
-3.994661747652099582e+00,-2.236709247779566370e-04,1.966322877285372822e-04,2.978135980246446324e-04
-3.970225097689770166e+00,2.144238293354419991e-04,-2.371260952599184627e-04,3.196973000200199755e-04
-3.945877574495571860e+00,-2.345329482334517705e-04,2.300325028474559173e-04,3.285127945352201567e-04
-3.921631910464952409e+00,2.275781488880293285e-04,-2.680630743170727033e-04,3.516384871762794984e-04
-3.897500837993359557e+00,-2.482467164837020472e-04,2.611342242535924724e-04,3.603019779594126074e-04
-3.873493906377377449e+00,2.449797562409922322e-04,-2.967567921307829671e-04,3.848112194877492502e-04
-3.849627031111316988e+00,-2.667867139308262173e-04,2.887473906521586305e-04,3.931287401582830464e-04
-3.825938409381519190e+00,2.685061086263648548e-04,-3.219672999070596789e-04,4.192355812417593200e-04
-3.802466238374326846e+00,-2.920983792874718940e-04,3.117314896696724187e-04,4.271978286860092272e-04
-3.779270996968114193e+00,2.997949823976109427e-04,-3.424303033810540157e-04,4.551214608699797747e-04
-3.756419530238979565e+00,-3.256200002517043541e-04,3.290313865695007763e-04,4.629147199126078596e-04
-3.733972317065298530e+00,3.396954162330083934e-04,-3.571564499406146265e-04,4.929033430033717385e-04
-3.711993019424307594e+00,-3.683400109147851758e-04,3.398959494258820403e-04,5.012021748524499729e-04
-3.690523017601211375e+00,3.896131710163216262e-04,-3.646368855335253563e-04,5.336276616902302285e-04
-3.669590959485764969e+00,-4.220752862686417669e-04,3.422745548824503679e-04,5.434145914481275461e-04
-3.649200028176831534e+00,4.503809380742965804e-04,-3.631562278589995762e-04,5.785546086701418532e-04
-3.629337491278962879e+00,-4.869678339367265198e-04,3.349881484263917135e-04,5.910623747754288441e-04
-3.609974700902403022e+00,5.223067247448542417e-04,-3.498531627294875586e-04,6.286505787681438912e-04
-3.591076642959671439e+00,-5.639903196683078825e-04,3.124744738564151289e-04,6.447676926548069664e-04
-3.572595570967840306e+00,6.056096429327441615e-04,-3.177360370157784040e-04,6.839000137678153193e-04
-3.554477372246259037e+00,-6.515514948335983554e-04,2.679232873858933381e-04,7.044872165934316184e-04
-3.536671117213137983e+00,6.967426970054877008e-04,-2.614881247650076659e-04,7.441951526472079291e-04
-3.519116326990102017e+00,-7.447599825947487330e-04,1.986710557912530829e-04,7.708032304575154021e-04
-3.501765255094223317e+00,7.906499903388790849e-04,-1.820391785784945717e-04,8.113357318400333954e-04
-3.484560605745989470e+00,-8.392626457535080822e-04,1.093208564162405811e-04,8.463526677483557180e-04
-3.467448266264748558e+00,8.845080233222772648e-04,-8.685197843272416329e-05,8.887618969550621553e-04
-3.450377307068712263e+00,-9.336934002481170726e-04,9.177740414457274639e-06,9.337385054639257441e-04
-3.433296798576090048e+00,9.782839148280821420e-04,1.395223566911312518e-05,9.783834028086967581e-04
-3.416155811205092707e+00,-1.028880702581295038e-03,-9.173769071774999701e-05,1.032962392365958633e-03
-3.398903415373931480e+00,1.073101397821378837e-03,1.113126961858932435e-04,1.078859178177750053e-03
-3.381498230797402194e+00,-1.125942524693232224e-03,-1.859819473333887299e-04,1.141199304962323049e-03
-3.363886144794852484e+00,1.169566028268169411e-03,2.002409292077741683e-04,1.186583804123827156e-03
-3.346032143278803606e+00,-1.224827503023790754e-03,-2.711889463906760108e-04,1.254490277685713648e-03
-3.327891662865189115e+00,1.267025314425070364e-03,2.813548844986150737e-04,1.297888176394706647e-03
-3.309429689466529378e+00,-1.324230210827866258e-03,-3.508088426431907715e-04,1.369909666856129011e-03
-3.290623941390791174e+00,1.364001588744430480e-03,3.606065966931405590e-04,1.410864079802140111e-03
-3.271448953847079455e+00,-1.422542431642475399e-03,-4.329720185589544502e-04,1.486974020848482294e-03
-3.251901543736533284e+00,1.459207766628552215e-03,4.474808974564929015e-04,1.526278631108211534e-03
-3.231988077256874980e+00,-1.518709505593483127e-03,-5.277801224511685001e-04,1.607802979234263093e-03
-3.211727653001277272e+00,1.552159795569595232e-03,5.515541407660520248e-04,1.647243758882948510e-03
-3.191152101958356635e+00,-1.612448964570942483e-03,-6.435123981133461643e-04,1.736116318070737505e-03
-3.170314263569220969e+00,1.642842234601986752e-03,6.787709495477285129e-04,1.777543419931556677e-03
-3.149264112486001022e+00,-1.703823163448262229e-03,-7.837830006837299014e-04,1.875454388798521296e-03
-3.128060854347526121e+00,1.731122442801725277e-03,8.302283471179240518e-04,1.919912503300599078e-03
-3.106758601834448630e+00,-1.792814937833043859e-03,-9.477460230962039475e-04,2.027907277370435447e-03
-3.085404464809922587e+00,1.816752895857938217e-03,1.003634326484263446e-03,2.075541603029369686e-03
-3.064033457361428958e+00,-1.879550899055712921e-03,-1.132037253241734241e-03,2.194133069088615925e-03
-3.042669134420545429e+00,1.899988646539011372e-03,1.195129188991664836e-03,2.244613694014410948e-03
-3.021323910072832408e+00,-1.965130507553429669e-03,-1.332355168181869600e-03,2.374217388087733038e-03
-3.000000012487494150e+00,1.982357038263944226e-03,1.400309766323774158e-03,2.427057244651708006e-03
-2.978694576875554390e+00,-2.052382520162089781e-03,-1.544205379061068008e-03,2.568432257582050141e-03
-2.957402191968948824e+00,2.069525152897165859e-03,1.615622726280801277e-03,2.625484936568680226e-03
-2.936119356358927845e+00,-2.145294556639584967e-03,-1.764409461689159329e-03,2.777666193631924112e-03
-2.914846388355379236e+00,2.162525183889259500e-03,1.837412523743691285e-03,2.837710336409521132e-03
-2.893590609085684218e+00,-2.246414769957224243e-03,-1.989957170277185244e-03,3.001051292167388179e-03
-2.872366660804607452e+00,2.265688495972926868e-03,2.063897561030153191e-03,3.064803012138019381e-03
-2.851196506894295712e+00,-2.361079531786846198e-03,-2.219751870893326047e-03,3.240678158002922252e-03
-2.830108476934619866e+00,2.385862112975544163e-03,2.294859811578283098e-03,3.310395682834491905e-03
-2.809132810364766364e+00,-2.497183948430954908e-03,-2.453552525947116057e-03,3.500835281741014517e-03
-2.788299428314037431e+00,2.531823786434302549e-03,2.529887493191989179e-03,3.579170632110709703e-03
-2.767634432193099681e+00,-2.663599187454885383e-03,-2.689831004715935274e-03,3.785492235541035137e-03
-2.747157557214896073e+00,2.711878097344100260e-03,2.766092093437397953e-03,3.873699560398501454e-03
-2.726879307605671876e+00,-2.867112849398440692e-03,-2.923701835405785685e-03,4.094919842138647695e-03
-2.706801274914856670e+00,2.930322727071119418e-03,2.996487381899001941e-03,4.191148758356049407e-03
-2.686915183085410774e+00,-3.109008471725801127e-03,-3.146140612149771372e-03,4.423136266121691779e-03
-2.667204798313137726e+00,3.184634068807990544e-03,3.210292186029042004e-03,4.521932117125561194e-03
-2.647646247356575167e+00,-3.383555895470739990e-03,-3.345482740529897268e-03,4.758225012014273732e-03
-2.628209927396306433e+00,3.465520618067369565e-03,3.394979053312424146e-03,4.851362275349076561e-03
-2.608862097584397244e+00,-3.679145596929978522e-03,-3.509976944853077010e-03,5.084884509682534477e-03
-2.589564879044391255e+00,3.760145153564412816e-03,3.538669222477239251e-03,5.163416644236798990e-03
-2.570279437970173664e+00,-3.981113316489112361e-03,-3.629097796097517301e-03,5.386985618355296171e-03
-2.550965349006199645e+00,4.055739545774351106e-03,3.632508152146383170e-03,5.444643123159485093e-03
-2.531582186796923928e+00,-4.276404362107880282e-03,-3.693838208009150772e-03,5.650847279408952213e-03
-2.512090480916459700e+00,4.341312309669465366e-03,3.671632040577929232e-03,5.685760671316202920e-03
-2.492451715868578166e+00,-4.558569033718737167e-03,-3.699585311072116009e-03,5.870901388124310019e-03
-2.472630559255913685e+00,4.611571824001009859e-03,3.653592364979910221e-03,5.883479570573819581e-03
-2.452594225160188657e+00,-4.828970490998555319e-03,-3.647940702744912299e-03,6.051977145832415639e-03
-2.432313429071874644e+00,4.873366179403434452e-03,3.578584666821555543e-03,6.046153003039500366e-03
-2.411764616059393962e+00,-5.098139427662032319e-03,-3.542067602549904808e-03,6.207839279887631019e-03
-2.390927095980144745e+00,5.145220109448263648e-03,3.450036729512072787e-03,6.194840063282761045e-03
-2.369786863199134341e+00,-5.387172316289576095e-03,-3.383911915661133585e-03,6.361798913699662043e-03
-2.348333731800005264e+00,5.450731608483253693e-03,3.271609192707694395e-03,6.357192916494506379e-03
-2.326562290514692322e+00,-5.720211077750343709e-03,-3.175628500620387810e-03,6.542585967946484317e-03
-2.304470947793765045e+00,5.810075015990322396e-03,3.045264787263613458e-03,6.559772047562525271e-03
-2.282061931806426358e+00,-6.112240532248836705e-03,-2.918775135785648539e-03,6.773384133307815656e-03
-2.259339380581196099e+00,6.231275829833261663e-03,2.772189278842589200e-03,6.820104974646211404e-03
-2.236311570175116170e+00,-6.564796817961564279e-03,-2.613937863087941165e-03,7.066061732903487248e-03
-2.212989959744088519e+00,6.708871374783647624e-03,2.452241136283877382e-03,7.142999489981381560e-03
-2.189390464782422274e+00,-7.067943971181653469e-03,-2.262840767573450016e-03,7.421339523236723801e-03
-2.165535366982150212e+00,7.231119947608257749e-03,2.087018344837229030e-03,7.526270076763468680e-03
-2.141455224092346565e+00,-7.607398859789555115e-03,-1.868796472961482087e-03,7.833576301363298980e-03
-2.117186641749921883e+00,7.784279010003648802e-03,1.682519179823267546e-03,7.964036068229258039e-03
-2.092775138268600621e+00,-8.170318285180394255e-03,-1.439855904462411301e-03,8.296221182367811281e-03
-2.068269096751083058e+00,8.356218011825764652e-03,1.249807486193252456e-03,8.449165533572297257e-03
-2.043718491849499941e+00,-8.746429595067875193e-03,-9.902891652810068626e-04,8.802312383252037381e-03
-2.019169478497347292e+00,8.938601554156988538e-03,8.057057025403910810e-04,8.974840356412132000e-03
-1.994661527120512590e+00,-9.330732818321673880e-03,-5.406239998120418097e-04,9.346381611943623338e-03
-1.970223922228524271e+00,9.528451320744053127e-03,3.749456441719063639e-04,9.535825544119008040e-03
-1.945876717344212414e+00,-9.920891523702584161e-03,-1.191274179753773856e-04,9.921606723045782450e-03
-1.921632008243251422e+00,1.012485017754641108e-02,-1.139253821172767456e-05,1.012485658701833130e-02
-1.897500299151885894e+00,-1.051850597302665148e-02,2.392023414552621409e-04,1.052122548302977106e-02
-1.873492412606245994e+00,1.073021266314991631e-02,-3.148263174240911733e-04,1.073483019924235428e-02
-1.849627765509388677e+00,-1.112616045095393517e-02,4.917984223073265833e-04,1.113702438124993324e-02
-1.825937552230160188e+00,1.134535651931374914e-02,-4.897208684041937359e-04,1.135592097010566272e-02
-1.802466336152625859e+00,-1.174470228393736070e-02,5.866213027776708347e-04,1.175934336139548321e-02
-1.779271731366185438e+00,1.196117712801401424e-02,-4.743170900676127433e-04,1.197057788870929153e-02
-1.756418673087620341e+00,-1.235929173326710817e-02,4.580998682563128276e-04,1.236777860560663196e-02
-1.733973051463370219e+00,1.254591173391025362e-02,-1.779345723236020382e-04,1.254717346445385559e-02
-1.711993753822379505e+00,-1.290605833406164443e-02,2.635709428252974609e-05,1.290608524761172743e-02
-1.690524706928941523e+00,1.303995626403567192e-02,4.960994443131817953e-04,1.304938979518241796e-02
-1.669591375573950431e+00,-1.326079292378611399e-02,-7.886718622572029330e-04,1.328422494065243167e-02
-1.649199807645244542e+00,1.336934777213535756e-02,1.560780730734303038e-03,1.346014473702761283e-02
-1.629337270747375888e+00,-1.332839325343483823e-02,-2.022418756793249815e-03,1.348095858409321252e-02
-1.609976071920246943e+00,1.346702995322823955e-02,2.901019313013157835e-03,1.377595037794568725e-02
-1.591077695667628911e+00,-1.314736062923247892e-02,-3.616668943226132582e-03,1.363573928175471767e-02
-1.572595350436253314e+00,1.329052718388256012e-02,4.370505619636242713e-03,1.399069091205982183e-02
-1.554477470024558272e+00,-1.284547060096523363e-02,-5.414170683505609150e-03,1.393984788835207073e-02
-1.536669623442006083e+00,1.284488323832705392e-02,5.877859898995425013e-03,1.412587209337794539e-02
-1.519117698007945716e+00,-1.252765180319035700e-02,-7.206620036156043824e-03,1.445259257183652626e-02
-1.501765989492294784e+00,1.218882153175540779e-02,7.371112721345951697e-03,1.424432073086577023e-02
-1.484561021834174710e+00,-1.222648530481607217e-02,-8.796438621730465895e-03,1.506201431863463461e-02
-1.467449000662820469e+00,1.140801627764996898e-02,8.801863852030633595e-03,1.440887374713270899e-02
-1.450377723156897503e+00,-1.189713408788591574e-02,-1.004457750271276102e-02,1.557033515095742476e-02
-1.433296578044502834e+00,1.056377476621056521e-02,1.011383404180766013e-02,1.462473850489144807e-02
-1.416154954053733483e+00,-1.142371136520190303e-02,-1.089568863295334485e-02,1.578661496780458737e-02
-1.398904149772002947e+00,9.645052339544548173e-03,1.125553921547815459e-02,1.482275944835239993e-02
-1.381496737026269850e+00,-1.063151820589450063e-02,-1.138647753672774633e-02,1.557822358475676079e-02
-1.363887197502810400e+00,8.546948108613013073e-03,1.220815136755591668e-02,1.490266022509004890e-02
-1.346031604437330609e+00,-9.312328983862102824e-03,-1.164989104283224719e-02,1.491440352188250218e-02
-1.327891124023716340e+00,7.079694949235566977e-03,1.302487538852232889e-02,1.482462341716531649e-02
-1.309431060484373743e+00,-7.258066235436607359e-03,-1.191357964007578631e-02,1.395037294549551603e-02
-1.290623402549317955e+00,5.007381001562050821e-03,1.386547278514705869e-02,1.474195373925919934e-02
-1.271449369935265139e+00,-4.293402880942288717e-03,-1.248928934403984239e-02,1.320665198364940306e-02
-1.251902278134604751e+00,2.099005290885214061e-03,1.500312440771554151e-02,1.514924305714823206e-02
-1.231987856725288211e+00,-2.990877614476754928e-04,-1.374457802149848043e-02,1.374783177370551314e-02
-1.211726795849917604e+00,-1.831210861654625904e-03,1.679821106747117140e-02,1.689772849489400500e-02
-1.191153154666314551e+00,4.786227073388138117e-03,-1.605889421353225502e-02,1.675697027984036566e-02
-1.170314043037633978e+00,-6.901254589410172474e-03,1.965115005139769430e-02,2.082774623550043627e-02
-1.149264210264300035e+00,1.097620340044965469e-02,-1.978657321251271750e-02,2.262709704275315051e-02
-1.128060952125825356e+00,-1.314578157554104412e-02,2.395102478999042855e-02,2.732147802961198621e-02
-1.106758699612747421e+00,1.822717933310676053e-02,-2.523385205083150326e-02,3.112840111159722797e-02
-1.085404244278335595e+00,-2.049366057874957292e-02,3.002355943294188895e-02,3.635112439719558747e-02
-1.064033236829841966e+00,2.640404415669992885e-02,-3.262079929568104109e-02,4.196772682095212259e-02
-1.042669232198844442e+00,-2.875693359189290463e-02,3.806647062643014195e-02,4.770762429173566743e-02
-1.021324007851131865e+00,3.528294165246401853e-02,-4.200986184751591412e-02,5.486086459488725281e-02
-1.000000110265793385e+00,-3.767945701928483021e-02,4.806849270000763952e-02,6.107635771490323856e-02
-9.786946746538539577e-01,4.462415143796259059e-02,-5.322445090966809039e-02,6.945615211191796812e-02
-9.574022897472477256e-01,-4.703670270732451808e-02,5.974572180063044552e-02,7.603948102831553646e-02
-9.361194541372270805e-01,5.432251037737485105e-02,-6.581393171012196730e-02,8.533703030246948817e-02
-9.148464861336781384e-01,-5.681535342168425595e-02,7.251985396716192911e-02,9.212553176969662250e-02
-8.935903885540971148e-01,6.449792038261002725e-02,-7.904675698498817016e-02,1.020214267863632507e-01
-8.723664402730203493e-01,-6.722263908195058590e-02,8.555174078728325360e-02,1.088024979349127563e-01
-8.511966046725951696e-01,7.546942794582414682e-02,-9.197770013022668611e-02,1.189770224695333584e-01
-8.301085747129189896e-01,-7.861795949772051872e-02,9.781963920128987355e-02,1.254968739413685752e-01
-8.091325898331793720e-01,8.761265614461516416e-02,-1.035355689667617624e-01,1.356303489562186992e-01
-7.882992077824504396e-01,-9.132084506483832687e-02,1.082280424998524893e-01,1.416079303100856723e-01
-7.676345299713986936e-01,1.011432023529061502e-01,-1.126515446796177017e-01,1.513945768543405457e-01
-7.471576549931955302e-01,-1.054021424580822014e-01,1.157613207179656184e-01,1.565576411713000826e-01
-7.268794053839708891e-01,1.159530439054570067e-01,-1.184323890580617628e-01,1.657448013330763414e-01
-7.068010543832696779e-01,-1.205857656938786743e-01,1.196665185560202432e-01,1.698852629020461691e-01
-6.869152808637097873e-01,1.315964333380210960e-01,-1.203296407118422673e-01,1.783166949590791472e-01
-6.672045777815508449e-01,-1.363044122376939060e-01,1.195909006079447640e-01,1.813308476340485531e-01
-6.476463451348740685e-01,1.474089419718870309e-01,-1.182221386918770462e-01,1.889599699675901523e-01
-6.282100251746055575e-01,-1.518505389064994382e-01,1.156070758796639564e-01,1.908496323277587003e-01
-6.088618770528100299e-01,1.626716303251863061e-01,-1.123818244447959414e-01,1.977162961877320935e-01
-5.895649768226901566e-01,-1.665308912458561830e-01,1.081350899439087465e-01,1.985591484075120983e-01
-5.702795357484727878e-01,1.767439552052597340e-01,-1.033651234426312682e-01,2.047505175717738157e-01
-5.509654467844989911e-01,-1.797728350072382297e-01,9.782198894201411810e-02,2.046641486120889530e-01
-5.315822845752231629e-01,1.891383047366060333e-01,-9.189404006129961444e-02,2.102803198528692130e-01
-5.120905786947588245e-01,-1.911752943593885146e-01,8.543107685081464953e-02,2.093954681106748317e-01
-4.924518136468774565e-01,1.995495499750729596e-01,-7.875747369327086578e-02,2.145291648186800626e-01
-4.726306570342127533e-01,-2.005227006724336902e-01,7.175405123799118157e-02,2.129741706264651757e-01
-4.525940046286017759e-01,2.078542973577361952e-01,-6.473329953448196672e-02,2.177011920010985535e-01
-4.323135268501738238e-01,-2.077723229463977195e-01,5.753900406013786467e-02,2.155923819868753033e-01
-4.117643955278068590e-01,2.140868054905571416e-01,-5.052340578582278918e-02,2.199676676635695105e-01
-3.909271937584435919e-01,-2.130199326682336580e-01,4.343302170708690513e-02,2.174026657807743845e-01
-3.697869609774333544e-01,2.183967909315880640e-01,-3.670683660184941022e-02,2.214600418642845292e-01
-3.483338295783043326e-01,-2.164527523968227951e-01,2.994760596977476610e-02,2.185146519652198527e-01
-3.265623882929916122e-01,2.210011202308593825e-01,-2.371951940982578236e-02,2.222703550731132960e-01
-3.044710774030527922e-01,-2.183026108135472654e-01,1.745248036533764840e-02,2.189991300414537712e-01
-2.820619022607708803e-01,2.221418258660437794e-01,-1.186195746456771179e-02,2.224583035851683543e-01
-2.593395101904840683e-01,-2.188104053816298522e-01,6.194653235939155851e-03,2.188980749846528850e-01
-2.363116679534152942e-01,2.220579050523991682e-01,-1.328386746150658163e-03,2.220618783303601462e-01
-2.129898665364557964e-01,-2.182053804124480523e-01,-3.666706797149446324e-03,2.182361857705486796e-01
-1.893903397438009284e-01,2.209713760793277360e-01,7.755257539186554555e-03,2.211074242667821488e-01
-1.655354647604494189e-01,-2.166964839823876943e-01,-1.202354805473609609e-02,2.170297949087953149e-01
-1.414550672227367079e-01,2.190817774093164749e-01,1.529866142064025859e-02,2.196152868861561691e-01
-1.171867713592097127e-01,-2.144686235594995272e-01,-1.879362486311387040e-02,2.152904801123397827e-01
-9.277504506096828640e-02,2.165625632696818181e-01,2.123048889609683090e-02,2.176007294764937816e-01
-6.826897171246198992e-02,-2.116784985942119779e-01,-2.391218178119310089e-02,2.130248323661741994e-01
-4.371836681087858806e-02,2.135562991631672902e-01,2.549696806711566205e-02,2.150729836424921937e-01
