theta_b_over_pi, Real, Imaginary, Absolute
-4.999998959779536456e+00,9.655991665237127834e-06,7.324129259442005976e-07,9.683728813490132591e-06
-4.978694479097256043e+00,5.710049332595769285e-06,-2.448952117943421934e-06,6.213053183150532118e-06
-4.957402730810422042e+00,9.807385161118212095e-06,1.015271592050029646e-07,9.807910657350928877e-06
-4.936120531820173518e+00,7.144952043993478152e-06,-2.776590060255495805e-06,7.665493596219111099e-06
-4.914847882126511358e+00,1.024806498538633905e-05,-1.130837688378960593e-06,1.031026817411456899e-05
-4.893591147927157436e+00,8.737510742404001673e-06,-4.092337679718514935e-06,9.648384406649086639e-06
-4.872366244716422656e+00,1.097824400114239474e-05,-3.400915586966716921e-06,1.149295732952542260e-05
-4.851195454186338019e+00,1.022143863916756955e-05,-6.801766754837114333e-06,1.227769680524304038e-05
-4.830107424226661728e+00,1.153046533049332998e-05,-7.299265317587097183e-06,1.364664445621115032e-05
-4.809133985826012037e+00,1.088665240703531718e-05,-1.145384550744149087e-05,1.580220799571836819e-05
-4.788300603775282660e+00,1.079775287590481799e-05,-1.336486570835404564e-05,1.718170837173791239e-05
-4.767635925964230914e+00,9.207198011360809146e-06,-1.835975767376525874e-05,2.053906514571168860e-05
-4.747159050986027751e+00,6.742506901570199469e-06,-2.148509958549932000e-05,2.251823491121239683e-05
-4.726879528137258646e+00,2.754169553430652956e-06,-2.666781682075287200e-05,2.680966064526506330e-05
-4.706800540516785425e+00,-3.279948611055839353e-06,-2.973455279557542491e-05,2.991490753527460681e-05
-4.686915721926883549e+00,-1.087499378048629596e-05,-3.311110289029205926e-05,3.485126431475797621e-05
-4.667205973774382954e+00,-2.085062657318882275e-05,-3.334115188574121911e-05,3.932405164225366334e-05
-4.647645831268389927e+00,-3.162828265472357708e-05,-3.157427884368437535e-05,4.469097613820740194e-05
-4.628209829618007198e+00,-4.351465866586129758e-05,-2.531515548815315943e-05,5.034265205763189507e-05
-4.608862954735756468e+00,-5.390831599718446651e-05,-1.516608381280093454e-05,5.600104134629281202e-05
-4.589563826336433117e+00,-6.223883114712820935e-05,-1.922192484778277582e-07,6.223912797268469352e-05
-4.570280613431419781e+00,-6.543450879028321729e-05,1.842344247713547392e-05,6.797865969062622785e-05
-4.550965569537787303e+00,-6.262909598510967121e-05,3.942106112927748983e-05,7.400286294779622918e-05
-4.531583680568055605e+00,-5.169637469490143632e-05,6.022539202438731101e-05,7.937010143049321668e-05
-4.512090383138160909e+00,-3.309840138337511215e-05,7.761778446861585217e-05,8.438023844450494673e-05
-4.492450663160620472e+00,-7.503944030676476199e-06,8.833522108695682077e-05,8.865337252748519802e-05
-4.472629506547955991e+00,2.184006540450024049e-05,8.933211756811942905e-05,9.196312133718145929e-05
-4.452595082311548325e+00,5.110764546274863568e-05,7.933381774901963001e-05,9.437079030812804204e-05
-4.432312376363916506e+00,7.538643727788108624e-05,5.863849210899471821e-05,9.550700331529900938e-05
-4.411765473210753186e+00,9.069021275949621958e-05,3.017273510605181729e-05,9.557776223653000774e-05
-4.390925724962300158e+00,9.444364877708721906e-05,-1.852367127887853070e-06,9.446181269860475871e-05
-4.369786765420834662e+00,8.655839304661971294e-05,-3.226683293178211898e-05,9.237696636207882973e-05
-4.348332679092047570e+00,6.911437991551461853e-05,-5.687816288131712389e-05,8.950934545543125557e-05
-4.326563465975937994e+00,4.577170230649327444e-05,-7.291591563526625907e-05,8.609169231095128289e-05
-4.304469576775921347e+00,2.051555297426106955e-05,-7.984517965682739777e-05,8.243870831272622011e-05
-4.282060560788582215e+00,-3.210022710349717647e-06,-7.869388305566231174e-05,7.875932628063305504e-05
-4.259339601112783313e+00,-2.325404023973863941e-05,-7.165197017787828333e-05,7.533097117283794864e-05
-4.236313063946248292e+00,-3.863369924643352243e-05,-6.110005465002772945e-05,7.228955246576267070e-05
-4.212990498585561738e+00,-4.957677190924930963e-05,-4.918119587025351083e-05,6.983298891047105383e-05
-4.189391003623895493e+00,-5.673881076456217419e-05,-3.747231833337784937e-05,6.799608288905180061e-05
-4.165536860753282333e+00,-6.127399914972060907e-05,-2.689246254951947176e-05,6.691567464934706773e-05
-4.141453534764615974e+00,-6.399346205977384709e-05,-1.804562002276229287e-05,6.648915391551944221e-05
-4.117185589041963745e+00,-6.590901979176454954e-05,-1.107285621318706954e-05,6.683267939136606811e-05
-4.092774403870529376e+00,-6.743108414494517421e-05,-6.386300996878576419e-06,6.773282770847094424e-05
-4.068267725733239359e+00,-6.931012698756107676e-05,-3.974100567657759871e-06,6.942396688719033719e-05
-4.043719667310745614e+00,-7.159584162185306884e-05,-4.549589014211298921e-06,7.174024879898103851e-05
-4.019168425789390042e+00,-7.489744976655029530e-05,-8.025603041129546271e-06,7.532621247418930157e-05
-3.994661747652099582e+00,-7.913185039466374331e-05,-1.548449404253915418e-05,8.063261934624767831e-05
-3.970225097689770166e+00,-8.500898614081300734e-05,-2.677183333203588228e-05,8.912496162494122490e-05
-3.945877574495571860e+00,-9.054130251487632120e-05,-4.427856501107189035e-05,1.007884853568604268e-04
-3.921631910464952409e+00,-9.447969453255858211e-05,-6.845293600318572646e-05,1.166714066359955275e-04
-3.897500837993359557e+00,-9.329888681267303253e-05,-1.017357061011187649e-04,1.380392559251794431e-04
-3.873493906377377449e+00,-8.266899865041275994e-05,-1.442523736676031942e-04,1.662615729704244286e-04
-3.849627031111316988e+00,-5.629607618505939811e-05,-1.964546781065027120e-04,2.043616616289944206e-04
-3.825938409381519190e+00,-6.214101032045701526e-06,-2.552902594536797087e-04,2.553658779546781610e-04
-3.802466238374326846e+00,7.667505831870420228e-05,-3.155989490385929341e-04,3.247795578580047740e-04
