theta_b_over_pi, Real, Imaginary, Absolute
-4.999998959779536456e+00,4.194301999733013249e-08,-1.776263456594489057e-06,1.776758589161594299e-06
-4.978694479097256043e+00,6.083010976982887966e-08,-1.790408173991846510e-06,1.791441244292267467e-06
-4.957402730810422042e+00,6.012954708504244635e-08,-1.839258395910712111e-06,1.840241019366946330e-06
-4.936120531820173518e+00,4.783794563897240659e-08,-1.878196579460004378e-06,1.878805700475229575e-06
-4.914847882126511358e+00,1.413874482449382689e-08,-1.960463910458761795e-06,1.960514893673718821e-06
-4.893591147927157436e+00,-3.550866923573126858e-08,-2.037627203103161712e-06,2.037936575170313140e-06
-4.872366244716422656e+00,-1.111181239329320927e-07,-2.164232298057938346e-06,2.167082988125632443e-06
-4.851195454186338019e+00,-2.122576953175107230e-07,-2.292491536501564494e-06,2.302296847531352728e-06
-4.830107424226661728e+00,-3.480080480882791673e-07,-2.477450992116176172e-06,2.501773974577167990e-06
-4.809133985826012037e+00,-5.260505734948030737e-07,-2.670594085429911502e-06,2.721911456129209993e-06
-4.788300603775282660e+00,-7.539296109808465141e-07,-2.925872510017003584e-06,3.021446640797571922e-06
-4.767635925964230914e+00,-1.049509216080388344e-06,-3.191600967511476483e-06,3.359730097858734718e-06
-4.747159050986027751e+00,-1.417339221304176352e-06,-3.517781994315345838e-06,3.792577043090407808e-06
-4.726879528137258646e+00,-1.885513466522053008e-06,-3.845917743861858971e-06,4.283251606547005545e-06
-4.706800540516785425e+00,-2.451364576490260319e-06,-4.217029422411892459e-06,4.877758238818202948e-06
-4.686915721926883549e+00,-3.148794702995543953e-06,-4.561073917732126555e-06,5.542409526968309971e-06
-4.667205973774382954e+00,-3.957857503477358487e-06,-4.903216887004628901e-06,6.301283350146967923e-06
-4.647645831268389927e+00,-4.905355747443816634e-06,-5.158626654869854936e-06,7.118563336328043052e-06
-4.628209829618007198e+00,-5.935728801467541387e-06,-5.332679856669878949e-06,7.979370329687925052e-06
-4.608862954735756468e+00,-7.047038095081986280e-06,-5.333148010322474875e-06,8.837602254771557880e-06
-4.589563826336433117e+00,-8.131665219060288990e-06,-5.158582273277436755e-06,9.629898769200380884e-06
-4.570280613431419781e+00,-9.150087285329042022e-06,-4.741658454594681629e-06,1.030569853184001372e-05
