theta_b_over_pi, Real, Imaginary, Absolute
-4.999998959779536456e+00,1.980324483190599139e-07,-1.759932898451858555e-07,2.649348762578696879e-07
-4.978694479097256043e+00,1.797669730938468357e-07,-1.861731754464272409e-07,2.587984077832204030e-07
-4.957402730810422042e+00,2.030756538251250191e-07,-1.800984737963071857e-07,2.714317251911816359e-07
-4.936120531820173518e+00,1.858310837022641390e-07,-1.937843947078129542e-07,2.684875850057714362e-07
-4.914847882126511358e+00,2.126038785087240408e-07,-1.907413300620730425e-07,2.856267917244476427e-07
-4.893591147927157436e+00,1.956678338375927703e-07,-2.086277055020188741e-07,2.860269579982504575e-07
-4.872366244716422656e+00,2.284832412130510698e-07,-2.102325064871768845e-07,3.104871950646309023e-07
-4.851195454186338019e+00,2.110319623835997030e-07,-2.335353503130322543e-07,3.147590332195467381e-07
-4.830107424226661728e+00,2.535629014906742654e-07,-2.423486469376085177e-07,3.507520658312065211e-07
-4.809133985826012037e+00,2.341061347295366149e-07,-2.726135345381424898e-07,3.593380324031718490e-07
-4.788300603775282660e+00,2.911499005723229217e-07,-2.922220887729649546e-07,4.125069863288476821e-07
-4.767635925964230914e+00,2.667104968135805291e-07,-3.307685366990063956e-07,4.249027111946320648e-07
-4.747159050986027751e+00,3.441373787681631431e-07,-3.658989343503764609e-07,5.023072422573293012e-07
-4.726879528137258646e+00,3.092793652586751272e-07,-4.127376042412089562e-07,5.157577490737117133e-07
-4.706800540516785425e+00,4.136278791062303865e-07,-4.691219910570440466e-07,6.254306235444852651e-07
-4.686915721926883549e+00,3.593644096829240880e-07,-5.209044177587542149e-07,6.328382031667677514e-07
-4.667205973774382954e+00,4.964309721825260027e-07,-6.041978521223130538e-07,7.819838583061062562e-07
-4.647645831268389927e+00,4.094745235034052024e-07,-6.508001891607626463e-07,7.689019909000270098e-07
-4.628209829618007198e+00,5.811581625300383846e-07,-7.635824578150158212e-07,9.595847955017373163e-07
-4.608862954735756468e+00,4.452019964351627834e-07,-7.842392058258142042e-07,9.017959578442113086e-07
-4.589563826336433117e+00,6.452369504651069295e-07,-9.215126277414810463e-07,1.124951663553825844e-06
-4.570280613431419781e+00,4.476816610245100491e-07,-8.858872962441372743e-07,9.925800578615369106e-07
-4.550965569537787303e+00,6.605396781065529404e-07,-1.034180481682970935e-06,1.227127513768284117e-06
-4.531583680568055605e+00,4.048508877670354139e-07,-9.161673920435361104e-07,1.001632133854346294e-06
-4.512090383138160909e+00,6.124604450383862024e-07,-1.062703705582407572e-06,1.226558992708951690e-06
-4.492450663160620472e+00,3.247335425214087671e-07,-8.613271597685970231e-07,9.205087450934628618e-07
-4.472629506547955991e+00,5.153835412183446397e-07,-1.005032331055919612e-06,1.129473408729243529e-06
-4.452595082311548325e+00,2.318764031796499283e-07,-7.467493813095370379e-07,7.819215464723477109e-07
-4.432312376363916506e+00,4.015825800733128872e-07,-8.961552071829568168e-07,9.820197166958854536e-07
-4.411765473210753186e+00,1.488152856646110888e-07,-6.137725831023566482e-07,6.315558352319920584e-07
-4.390925724962300158e+00,2.971893553588452624e-07,-7.769099812041592102e-07,8.318116564663258963e-07
-4.369786765420834662e+00,8.525568311405528336e-08,-4.919510322757378574e-07,4.992838367706371928e-07
-4.348332679092047570e+00,2.128885537076199147e-07,-6.723029404834105727e-07,7.052040698140946732e-07
-4.326563465975937994e+00,4.086052208292795096e-08,-3.927513846163918157e-07,3.948711592190323543e-07
-4.304469576775921347e+00,1.485880947290205355e-07,-5.906998553563332271e-07,6.091015851343627722e-07
-4.282060560788582215e+00,1.151725654638391350e-08,-3.163247837358949741e-07,3.165343836045555853e-07
-4.259339601112783313e+00,1.002321305055323732e-07,-5.311220411553061373e-07,5.404970884164472168e-07
-4.236313063946248292e+00,-6.960439300746405795e-09,-2.587396617194942308e-07,2.588332673015153418e-07
-4.212990498585561738e+00,6.372436180389596270e-08,-4.892616636537388366e-07,4.933941323207422669e-07
-4.189391003623895493e+00,-1.775858940831470888e-08,-2.159571562286541779e-07,2.166860882108965798e-07
-4.165536860753282333e+00,3.632973275542820906e-08,-4.606850869618362921e-07,4.621153522997428698e-07
-4.141453534764615974e+00,-2.324549746853059069e-08,-1.852114538856240119e-07,1.866645006501934988e-07
-4.117185589041963745e+00,1.681032589987820193e-08,-4.419215796544636460e-07,4.422411894217414036e-07
-4.092774403870529376e+00,-2.541173441966366560e-08,-1.649532849206560511e-07,1.668991984771965726e-07
-4.068267725733239359e+00,5.158848432753996170e-09,-4.301235961597339076e-07,4.301545323375472873e-07
-4.043719667310745614e+00,-2.615090100675216144e-08,-1.542485679481727687e-07,1.564496415385060098e-07
-4.019168425789390042e+00,2.282088390706211640e-09,-4.222998043492425831e-07,4.223059704536883895e-07
-3.994661747652099582e+00,-2.738999008180596811e-08,-1.526289500145933854e-07,1.550671078573360037e-07
-3.970225097689770166e+00,1.047002445565335677e-08,-4.177279020676477920e-07,4.178590929702742816e-07
-3.945877574495571860e+00,-3.226123526199037329e-08,-1.587243640548701947e-07,1.619697843588502705e-07
-3.921631910464952409e+00,3.158548620185066184e-08,-4.166163163683436703e-07,4.178119170188125747e-07
-3.897500837993359557e+00,-4.214605460576216649e-08,-1.726749267821495078e-07,1.777439739008121159e-07
-3.873493906377377449e+00,6.730585021767071783e-08,-4.212701655436536738e-07,4.266129743112613361e-07
-3.849627031111316988e+00,-5.860132152574520051e-08,-1.966709631179286380e-07,2.052159414331581972e-07
-3.825938409381519190e+00,1.212791153463846779e-07,-4.380393132036635330e-07,4.545184965775748459e-07
-3.802466238374326846e+00,-8.433027271590714705e-08,-2.368207522409528690e-07,2.513874769918144684e-07
-3.779270996968114193e+00,2.027511090887782496e-07,-4.766329246266690338e-07,5.179642430466621449e-07
-3.756419530238979565e+00,-1.247655505879940220e-07,-3.049817513435281556e-07,3.295152671214050589e-07
-3.733972317065298530e+00,3.310042299129717895e-07,-5.484320982345322878e-07,6.405790869160584058e-07
-3.711993019424307594e+00,-1.896180027466387691e-07,-4.210808904361383846e-07,4.618052655136312568e-07
-3.690523017601211375e+00,5.395519344668119391e-07,-6.644485702990992432e-07,8.559253428654838192e-07
-3.669590959485764969e+00,-2.939815412334880937e-07,-6.163171644442329260e-07,6.828411189834695445e-07
-3.649200028176831534e+00,8.794060167862399220e-07,-8.325377050464583298e-07,1.210980583115957440e-06
-3.629337491278962879e+00,-4.586620568657786326e-07,-9.371223378267936479e-07,1.043345177044635576e-06
-3.609974700902403022e+00,1.420787260913664972e-06,-1.053382683763641831e-06,1.768686382383165143e-06
-3.591076642959671439e+00,-7.090800638777943360e-07,-1.448541768123145972e-06,1.612782623600051909e-06
-3.572595570967840306e+00,2.248902496697102109e-06,-1.312477604114798800e-06,2.603874017872866019e-06
-3.554477372246259037e+00,-1.069468644089495660e-06,-2.229927842333027538e-06,2.473123806586046262e-06
-3.536671117213137983e+00,3.439283562677112765e-06,-1.567000631359374747e-06,3.779439429754318799e-06
-3.519116326990102017e+00,-1.544784882091075121e-06,-3.344098715177757896e-06,3.683660753759861210e-06
-3.501765255094223317e+00,4.983984772078495685e-06,-1.729601538782824459e-06,5.275568755240543163e-06
-3.484560605745989470e+00,-2.083548358030661235e-06,-4.750990051980691710e-06,5.187781822154027894e-06
-3.467448266264748558e+00,6.656000699181544134e-06,-1.672760659653839992e-06,6.862978473810824329e-06
-3.450377307068712263e+00,-2.540161585455368865e-06,-6.180124339174978171e-06,6.681793002472173378e-06
-3.433296798576090048e+00,7.938412274116297135e-06,-1.301885370320152890e-06,8.044457405648557227e-06
-3.416155811205092707e+00,-2.718705102769881789e-06,-7.145865829737875897e-06,7.645570998456711851e-06
-3.398903415373931480e+00,8.299124900023503460e-06,-6.780960742241012701e-07,8.326781394516627948e-06
-3.381498230797402194e+00,-2.536293360661294948e-06,-7.297898108018246315e-06,7.726066321638124697e-06
-3.363886144794852484e+00,7.683098867934912181e-06,-1.299097948169540335e-08,7.683109850835832756e-06
-3.346032143278803606e+00,-2.108350146321752880e-06,-6.742751686931757760e-06,7.064689706640768591e-06
-3.327891662865189115e+00,6.521254409990968235e-06,5.109085713135808265e-07,6.541237394260228067e-06
-3.309429689466529378e+00,-1.620298973500421087e-06,-5.865410180274382633e-06,6.085096987426978042e-06
-3.290623941390791174e+00,5.288285702884904486e-06,8.473516686535731000e-07,5.355741827768295759e-06
-3.271448953847079455e+00,-1.191701967130561234e-06,-4.994102086965020735e-06,5.134316822469297280e-06
-3.251901543736533284e+00,4.245687575000963282e-06,1.041029332447899757e-06,4.371453425982539076e-06
-3.231988077256874980e+00,-8.603236279250250859e-07,-4.293283877784989374e-06,4.378634855752942631e-06
-3.211727653001277272e+00,3.469514120645137946e-06,1.157335881717859946e-06,3.657451924013172860e-06
-3.191152101958356635e+00,-6.192372321382510196e-07,-3.811320165796458755e-06,3.861297211543419845e-06
-3.170314263569220969e+00,2.942576045771762876e-06,1.248824835730534998e-06,3.196610275821433626e-06
-3.149264112486001022e+00,-4.466276919804436125e-07,-3.537954480241764688e-06,3.566033959387733016e-06
-3.128060854347526121e+00,2.614844557977930131e-06,1.346973418910291811e-06,2.941385634975066736e-06
-3.106758601834448630e+00,-3.209265163382196903e-07,-3.437370171359829985e-06,3.452319151504288771e-06
-3.085404464809922587e+00,2.431857703801570517e-06,1.463076181179905470e-06,2.838049295462470211e-06
-3.064033457361428958e+00,-2.272631642365104462e-07,-3.463600845818478792e-06,3.471048741371010154e-06
-3.042669134420545429e+00,2.347979402122077604e-06,1.592761800432473365e-06,2.837234115420587328e-06
-3.021323910072832408e+00,-1.597670085797547512e-07,-3.571600541028922347e-06,3.575172152737349674e-06
-3.000000012487494150e+00,2.334975447210501309e-06,1.723933342766352165e-06,2.902422524267865609e-06
-2.978694576875554390e+00,-1.176082764469905478e-07,-3.724911128616065945e-06,3.726767315352093133e-06
-2.957402191968948824e+00,2.388691250216117405e-06,1.845253683875532379e-06,3.018411344849349839e-06
-2.936119356358927845e+00,-1.279681235817212055e-07,-3.924846219781423620e-06,3.926931841729055902e-06
